filepath,class,source,split
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01455.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01456.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01225.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00803.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00987.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00988.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00804.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01226.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02150.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01227.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02151.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01457.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02152.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00988.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00805.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00806.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00991.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01228.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02153.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00992.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00993.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02154.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00989.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01458.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00807.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02155.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00990.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00991.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02156.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01459.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01460.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00989.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01132.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01461.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01229.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01230.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01462.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01647.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02157.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02158.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01463.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01648.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02159.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01649.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01133.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00990.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02160.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02161.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_CCMT_01134.jpg,Corn___Healthy,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00808.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02162.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01650.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01651.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00992.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00993.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01135.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01136.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02163.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00991.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01652.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01231.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02164.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02165.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01653.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00992.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00993.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00994.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00994.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00809.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00995.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01137.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01464.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02166.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01654.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00995.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00996.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00996.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00997.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00997.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01465.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00998.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02167.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00998.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_00999.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_CCMT_01138.jpg,Corn___Healthy,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02168.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02169.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01466.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00994.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01467.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01468.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01655.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00236.jpg,Corn___Fall_Armyworm,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01232.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01656.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02170.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01139.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02171.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01469.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01140.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01657.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01470.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01141.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01233.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00995.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00996.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01471.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02172.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02173.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01142.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01234.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00997.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01000.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01472.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01235.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01658.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00998.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01236.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01659.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01001.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01002.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01473.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02174.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01660.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01143.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02175.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01237.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00810.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_00999.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01238.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01239.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01000.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01661.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01662.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01240.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_00999.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01003.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01004.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02176.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01663.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01241.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_01242.jpg,Cassava___Brown_Spot,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02177.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00811.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00812.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02178.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01001.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01144.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01474.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00813.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01145.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01475.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01146.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02179.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01147.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02180.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00237.jpg,Corn___Fall_Armyworm,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01476.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01664.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01005.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01006.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02181.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02182.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02183.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00814.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01007.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02184.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02185.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01477.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01002.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01148.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01000.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01001.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01478.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01149.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01002.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02186.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01003.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02187.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02188.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01665.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01150.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02189.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02190.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01003.jpg,Corn___Common_Rust,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02191.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02192.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01666.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01008.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00815.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01009.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01667.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01668.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00816.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02193.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01151.jpg,Corn___Healthy,PV,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01004.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01479.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00817.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00818.jpg,Corn___Streak_Virus,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01480.jpg,Corn___Gray_Leaf_Spot,PV,val
data/processed/val/Corn___Common_Rust/Corn___Common_Rust_PV_01004.jpg,Corn___Common_Rust,PV,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01481.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Corn___Healthy/Corn___Healthy_PV_01152.jpg,Corn___Healthy,PV,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01669.jpg,Corn___Northern_Leaf_Blight,CCMT,val
data/processed/val/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01482.jpg,Corn___Gray_Leaf_Spot,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01005.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02194.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01670.jpg,Corn___Northern_Leaf_Blight,PV,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02195.jpg,Cassava___Bacterial_Blight,CCMT,val
data/processed/val/Cassava___Mosaic/Cassava___Mosaic_CCMT_01010.jpg,Cassava___Mosaic,CCMT,val
data/processed/val/Cassava___Healthy/Cassava___Healthy_CCMT_01006.jpg,Cassava___Healthy,CCMT,val
data/processed/val/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00238.jpg,Corn___Fall_Armyworm,CCMT,val
data/processed/val/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_02196.jpg,Cassava___Bacterial_Blight,CCMT,val
